Model,Plant,Month,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,Korea
Niro,Korea Plants,24-03,1693.0,184.0,135.0,5210.0,5.0,144.0,35.0,67.0,261.0,0.0,0.0,917.0
Niro,Korea Plants,24-03,1209.0,443.0,0.0,3372.0,45.0,82.0,56.0,28.0,178.0,0.0,0.0,134.0
Niro,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,2.0,0.0,0.0,86.0
EV3,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV4,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-03,1537.0,533.0,10.0,2662.0,48.0,9.0,36.0,32.0,273.0,20.0,1.0,1275.0
EV9,Korea Plants,24-03,1281.0,248.0,0.0,1008.0,26.0,13.0,2.0,3.0,111.0,0.0,0.0,183.0
Sportage,Korea Plants,24-03,6580.0,1732.0,502.0,0.0,654.0,723.0,0.0,0.0,2866.0,0.0,0.0,6736.0
Sorento,Korea Plants,24-03,1222.0,2.0,0.0,1619.0,993.0,238.0,2353.0,35.0,1077.0,0.0,0.0,8974.0
Mohave / Borrego,Korea Plants,24-03,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0
Carnival,Korea Plants,24-03,3451.0,279.0,0.0,0.0,34.0,141.0,298.0,14.0,896.0,0.0,0.0,7643.0
Bongo,Korea Plants,24-03,0.0,0.0,0.0,0.0,960.0,1117.0,1184.0,231.0,364.0,0.0,0.0,3404.0
Bongo,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0
Bus,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
Ceed,Slovakia Plant,24-03,0.0,0.0,0.0,8684.0,180.0,2.0,70.0,29.0,1.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-03,0.0,0.0,0.0,4363.0,87.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-03,0.0,0.0,0.0,19388.0,1067.0,459.0,2454.0,743.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-03,246.0,63.0,4783.0,0.0,0.0,1189.0,215.0,48.0,1.0,0.0,0.0,0.0
K3,Mexico Plant,24-03,13417.0,1038.0,906.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-03,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-03,1174.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-03,8631.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-03,7577.0,869.0,124.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-03,10152.0,211.0,0.0,0.0,0.0,12.0,69.0,0.0,3.0,0.0,0.0,0.0
EV9,US Plant,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,2060.0,2418.0,110.0,137.0,0.0,40.0,0.0
K3,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.0,0.0
K3,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0
K4,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
KX1,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,745.0,0.0
Sonet,China Plants,24-03,0.0,0.0,112.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0
Seltos,China Plants,24-03,0.0,0.0,1710.0,0.0,0.0,815.0,1204.0,120.0,48.0,0.0,611.0,0.0
Zhipao,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0
Sportage,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0,0.0
Carnival,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0
EV5,China Plants,24-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,533.0,0.0
Sonet,India Plant,24-03,0.0,0.0,0.0,0.0,0.0,736.0,558.0,710.0,154.0,8170.0,0.0,0.0
Seltos,India Plant,24-03,0.0,0.0,24.0,0.0,0.0,201.0,2.0,174.0,75.0,7345.0,0.0,0.0
Carens,India Plant,24-03,0.0,0.0,0.0,0.0,0.0,201.0,375.0,101.0,58.0,4486.0,0.0,0.0
Carnival,India Plant,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,95.0,0.0,0.0,0.0
Pegas,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
K3,CKD,24-03,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0
K4,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
K8,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-03,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,791.0,0.0,0.0,0.0
Stonic,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-03,0.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0
Soul,CKD,24-03,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-03,0.0,0.0,0.0,0.0,666.0,0.0,313.0,0.0,126.0,0.0,0.0,0.0
Sorento,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,72.0,0.0,0.0,0.0
Carens,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0
Carnival,CKD,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0
Bongo,CKD,24-03,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,600.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-03,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-03,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
Bus,Special Vehicle,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Morning,Korea Plants,24-04,0.0,0.0,0.0,6350.0,283.0,1549.0,889.0,774.0,548.0,0.0,0.0,1421.0
Rio,Korea Plants,24-04,0.0,0.0,0.0,32.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3244.0
Ray EV,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0
K3,Korea Plants,24-04,0.0,56.0,37.0,0.0,134.0,14.0,730.0,4.0,1468.0,0.0,0.0,1336.0
K5,Korea Plants,24-04,0.0,0.0,0.0,0.0,512.0,14.0,711.0,4.0,0.0,0.0,0.0,3168.0
Stinger,Korea Plants,24-04,0.0,4.0,0.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-04,0.0,0.0,0.0,0.0,21.0,0.0,73.0,0.0,0.0,0.0,0.0,1988.0
K9,Korea Plants,24-04,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0
Stonic,Korea Plants,24-04,0.0,0.0,0.0,5588.0,577.0,236.0,160.0,255.0,627.0,0.0,0.0,0.0
Seltos,Korea Plants,24-04,5672.0,1872.0,0.0,0.0,440.0,630.0,243.0,0.0,823.0,0.0,0.0,5025.0
Soul,Korea Plants,24-04,5708.0,82.0,163.0,0.0,1.0,198.0,0.0,0.0,3.0,0.0,0.0,0.0
Soul,Korea Plants,24-04,0.0,0.0,0.0,90.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-04,1609.0,203.0,109.0,4009.0,11.0,184.0,12.0,51.0,305.0,0.0,0.0,1597.0
Niro,Korea Plants,24-04,1422.0,447.0,0.0,2381.0,48.0,15.0,54.0,6.0,78.0,0.0,0.0,218.0
Niro,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,47.0,0.0,0.0,0.0
Niro,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,123.0
EV3,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV4,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-04,2051.0,437.0,11.0,2369.0,21.0,16.0,96.0,12.0,212.0,35.0,27.0,1036.0
EV9,Korea Plants,24-04,1572.0,451.0,0.0,765.0,20.0,6.0,6.0,1.0,106.0,0.0,0.0,174.0
Sportage,Korea Plants,24-04,5760.0,1718.0,484.0,0.0,401.0,730.0,0.0,0.0,2239.0,0.0,0.0,7179.0
Sorento,Korea Plants,24-04,846.0,0.0,0.0,1502.0,591.0,228.0,2167.0,161.0,1135.0,0.0,0.0,7865.0
Mohave / Borrego,Korea Plants,24-04,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0
Carnival,Korea Plants,24-04,3588.0,478.0,0.0,0.0,30.0,90.0,178.0,15.0,935.0,0.0,0.0,6879.0
Bongo,Korea Plants,24-04,0.0,0.0,0.0,0.0,683.0,1301.0,1728.0,160.0,332.0,0.0,0.0,3854.0
Bongo,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0
Bus,Korea Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
Ceed,Slovakia Plant,24-04,0.0,0.0,0.0,7011.0,164.0,8.0,55.0,7.0,2.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-04,0.0,0.0,0.0,2633.0,25.0,6.0,0.0,180.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-04,0.0,0.0,0.0,12025.0,635.0,554.0,2080.0,744.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-04,83.0,2.0,4472.0,0.0,0.0,914.0,286.0,18.0,2.0,0.0,0.0,0.0
K3,Mexico Plant,24-04,12360.0,814.0,695.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-04,333.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-04,7979.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-04,7822.0,869.0,218.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-04,8949.0,287.0,13.0,0.0,0.0,16.0,46.0,0.0,1.0,0.0,0.0,0.0
EV9,US Plant,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,2030.0,2086.0,327.0,122.0,0.0,40.0,0.0
K3,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,0.0
K3,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.0,0.0
K4,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0
KX1,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,576.0,0.0
Sonet,China Plants,24-04,0.0,0.0,988.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,87.0,0.0
Seltos,China Plants,24-04,0.0,0.0,1266.0,0.0,0.0,832.0,1326.0,45.0,52.0,0.0,911.0,0.0
Zhipao,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0
Sportage,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,0.0
Carnival,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0
EV5,China Plants,24-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,627.0,0.0
Sonet,India Plant,24-04,0.0,0.0,0.0,0.0,0.0,538.0,201.0,174.0,161.0,8151.0,0.0,0.0
Seltos,India Plant,24-04,0.0,0.0,0.0,0.0,0.0,231.0,0.0,430.0,72.0,6376.0,0.0,0.0
Carens,India Plant,24-04,0.0,0.0,0.0,0.0,0.0,189.0,408.0,25.0,58.0,4779.0,0.0,0.0
Carnival,India Plant,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,99.0,0.0,0.0,0.0
Pegas,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
K3,CKD,24-04,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0
K4,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
K8,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-04,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,767.0,0.0,0.0,0.0
Stonic,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-04,0.0,0.0,0.0,0.0,615.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0
Soul,CKD,24-04,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-04,0.0,0.0,0.0,0.0,433.0,0.0,274.0,0.0,206.0,0.0,0.0,0.0
Sorento,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,92.0,0.0,0.0,0.0
Carens,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0
Carnival,CKD,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0
Bongo,CKD,24-04,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,590.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-04,0.0,0.0,0.0,0.0,83.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,126.0
Bus,Special Vehicle,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-04,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-04,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
Morning,Korea Plants,24-05,0.0,0.0,0.0,6266.0,162.0,1405.0,612.0,343.0,869.0,0.0,0.0,907.0
Rio,Korea Plants,24-05,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178.0
Ray EV,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.0
K3,Korea Plants,24-05,0.0,45.0,25.0,0.0,77.0,14.0,889.0,6.0,1544.0,0.0,0.0,995.0
K5,Korea Plants,24-05,1843.0,0.0,0.0,0.0,531.0,20.0,1180.0,0.0,1.0,0.0,0.0,2405.0
Stinger,Korea Plants,24-05,0.0,1.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-05,0.0,0.0,0.0,0.0,26.0,0.0,92.0,0.0,0.0,0.0,0.0,1873.0
K9,Korea Plants,24-05,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0
Stonic,Korea Plants,24-05,0.0,0.0,0.0,4822.0,444.0,125.0,242.0,39.0,620.0,0.0,0.0,0.0
Seltos,Korea Plants,24-05,6460.0,1756.0,0.0,0.0,297.0,658.0,610.0,0.0,893.0,0.0,0.0,6120.0
Soul,Korea Plants,24-05,5740.0,158.0,105.0,0.0,0.0,226.0,0.0,0.0,2.0,0.0,0.0,0.0
Soul,Korea Plants,24-05,0.0,0.0,0.0,98.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-05,1865.0,204.0,149.0,3614.0,12.0,170.0,142.0,39.0,246.0,0.0,0.0,1596.0
Niro,Korea Plants,24-05,2350.0,497.0,0.0,2390.0,46.0,10.0,20.0,10.0,68.0,0.0,0.0,113.0
Niro,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,14.0,0.0,0.0,0.0
Niro,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,67.0
EV3,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV4,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-05,2660.0,887.0,15.0,2240.0,16.0,46.0,95.0,21.0,226.0,26.0,6.0,1380.0
EV9,Korea Plants,24-05,2187.0,515.0,0.0,885.0,23.0,12.0,13.0,3.0,101.0,0.0,0.0,182.0
Sportage,Korea Plants,24-05,6290.0,1648.0,545.0,0.0,682.0,721.0,0.0,0.0,2402.0,0.0,0.0,6644.0
Sorento,Korea Plants,24-05,979.0,0.0,0.0,1102.0,624.0,155.0,1921.0,78.0,1108.0,0.0,0.0,7487.0
Mohave / Borrego,Korea Plants,24-05,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0
Carnival,Korea Plants,24-05,4151.0,405.0,0.0,0.0,28.0,133.0,275.0,5.0,1279.0,0.0,0.0,7211.0
Bongo,Korea Plants,24-05,0.0,0.0,0.0,0.0,789.0,1200.0,1422.0,161.0,399.0,0.0,0.0,3588.0
Bongo,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0
Bus,Korea Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
Ceed,Slovakia Plant,24-05,0.0,0.0,0.0,6593.0,244.0,0.0,69.0,14.0,103.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-05,0.0,0.0,0.0,2456.0,188.0,10.0,0.0,148.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-05,0.0,0.0,0.0,15032.0,604.0,484.0,1857.0,780.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-05,8.0,1.0,4345.0,0.0,0.0,1285.0,500.0,45.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,24-05,13132.0,817.0,802.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-05,107.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-05,9222.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-05,7847.0,922.0,252.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-05,10315.0,351.0,65.0,0.0,0.0,18.0,104.0,0.0,4.0,0.0,0.0,0.0
EV9,US Plant,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,2145.0,1578.0,80.0,174.0,0.0,21.0,0.0
K3,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0
K3,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,0.0
K4,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-05,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0
KX1,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,340.0,0.0
Sonet,China Plants,24-05,0.0,0.0,1349.0,0.0,0.0,556.0,68.0,0.0,35.0,0.0,13.0,0.0
Seltos,China Plants,24-05,0.0,0.0,1150.0,0.0,0.0,984.0,1330.0,35.0,75.0,0.0,939.0,0.0
Zhipao,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0
Sportage,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0
Carnival,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0
EV5,China Plants,24-05,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,353.0,0.0
Sonet,India Plant,24-05,0.0,0.0,0.0,0.0,26.0,325.0,1161.0,256.0,187.0,7948.0,0.0,0.0
Seltos,India Plant,24-05,0.0,0.0,0.0,0.0,0.0,200.0,2.0,629.0,55.0,6008.0,0.0,0.0
Carens,India Plant,24-05,0.0,0.0,0.0,0.0,0.0,183.0,473.0,18.0,27.0,5015.0,0.0,0.0
Carnival,India Plant,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,38.0,0.0,0.0,0.0
Pegas,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
K3,CKD,24-05,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0
K4,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
K8,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-05,0.0,0.0,0.0,0.0,118.0,350.0,0.0,0.0,604.0,0.0,0.0,0.0
Stonic,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-05,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0
Soul,CKD,24-05,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-05,0.0,0.0,0.0,0.0,416.0,0.0,176.0,0.0,192.0,0.0,0.0,0.0
Sorento,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,157.0,0.0,0.0,0.0
Carens,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0
Carnival,CKD,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0
Bongo,CKD,24-05,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,628.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-05,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-05,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
